review_text,review_rating
"
                Every season there is one entry the anime community overhypes beyond belief and this time it's Kaguya sama.
Story? There’s no story beyond two teen high schoolers failed love attempts at getting the other person to confess. Fans have dubbed Kaguya sama as the ""Death Note of romance"", which is laughable because the mind games here are pretentious, basic tactics. 
The comedy is hit or miss most of the time, with the odd joke being able to crack a smile from me. The jokes and gags are repetitive and become stale e.g. the skit where the President and Kaguya gave love advice dragged on too long.
                  The episode about the wiener joke (no, I’m not kidding) was so childish.
The characters are a bunch of troupes who receive no character development: Kaguya is a rich, childish, pampered tsundere with barely any endearing qualities. Chika is the cute ditsy airhead, Ishigami is the depressed emo okatu that fans relate to calling him ""our guy"". He's easily the worst character because of how one dimensional he is and all his jokes being so predictable e.g. ""oh no, Kaguya is going to kill me! I'm going home President!"". The president is the hardworking and studious guy. He’s the best of the main cast in my opinion. He's the most interesting, relatable and got varied comedy. 
The main problem with this show is the narration. The narrator might as well be his own character with how overused it is, to the point it becomes overbearing and annoying. The writer clearly didn't grasp the concept of ""show, don't tell"" because i don't want to be told about the characters and their thought process like they’re puppets. I don’t know why the narrator is keeping score of their matches because it ultimately amounts to nothing and we get the same rinse-repeat scenario next episode. He’s often mentioning stuff that’s obvious on screen with info dumps, which is jarring because it comes across as if the viewer is too stupid to think for themselves.
I’ll give it to A1, the animation is great, the osts are good and the stylistic presentation is visually impressive enough for you to overlook most scenes taking place in one location. The opening visuals are creative, however the opening song is cheesy and the ending is forgettable.
Overall, Kaguya sama is a fun rom-com, but it's cliche and filled with troupes that would otherwise be criticised in other shows. The dynamic between the two leads doesn’t change as they are no closer to confessing to each other than they were at beginning. It's baffling to see so many positive reviews and the amount of praise it’s received when it lacks substance and does nothing special compared to other rom-coms.",4
"
                Confessing love to someone is one of the most intimidating challenges we face in our lives. 
Kaguya-sama: Love is War takes this relatable fear to the extreme. This anime isn't your average rom-com; it's a fight to the death between two stubborn geniuses in a battle of who will confess first. Kaguya Shinomiya is the wealthy heir to a corporate enterprise, a prodigy of course, but sheltered, with far more pride than common sense. Her adversary, Miyuki Shirogane, comes from a much more humble background, a workaholic to reach the top of his class, but unfortunately, he has little experience with anything else. Despite wildly
                  different upbringings, they share many things in common; stubbornness, unrivaled intelligence, egos more inflated than two hot air balloons, and they're both hopelessly in love.
Rather than merely confessing, they use their intellect for schemes to make the other confess their love first. Fear rejection is too much for their overly inflated egos to handle—this makes their attempts to trick each other over-the-top and hilarious. Still, the underlying motivations of their outrageous scheming are heartfelt. It's always evident that they're in love. Whenever they come close to confessing, they immediately fall deep into their egotistical personas and shrug it off. 
Truthfully, I should hate Kaguya-sama. I prefer romances that focus on development and believable relationships—rather than awkward interactions until they finally confess in the final episode. Kaguya-sama's main appeal is cringe-worthy teasing, and it's abundantly clear we won't get a confession anytime soon. Albeit with the stakes raised so high that its psychological warfare is comparable to Death Note. You may think a premise as simple as this would grow tiresome. Still, it continues to raise the stakes. The directing is phenomenal. People often complain that nothing changes through the series—but they're overlooking details. The relationship gradually progresses, and each chapter has permanence. The student council room changes, past conversations are referenced all the time, and their attitudes change. Kaguya and Shirogane start as very cold, keeping conversation to a minimum, then they become more open with their personal lives. Of course, they retain their professionalism. Another complaint is that the jokes are repetitive; this isn't entirely offbase. As the show progresses, each characters' sense of humor changes. They begin to understand each other more; as such, their banter becomes more personal. 
Each character fulfills a distinct comedic role. Shirogane, the student council president, and Kaguya, his vice, both at the top of their class, are always the center of their school's attention. They're geniuses but also crazy in love with each other. The supporting cast and even the narrator add so much more to the comedy. They all have fantastic chemistry with one another. Even the smallest mannerisms and reactions put you into the character's mind, conveyed through close-ups and internal monologues—this clues us in on how each of them feels, from a wild comedic display to a subtle emotional response.
Chika, the student council secretary, is the embodiment of chaos and the straight man in the comedy routine. She unknowingly intervenes in the intense battles between Kaguya and Shirogane to hilarious effect. Although she acts airheaded, she's intelligent, talented, and has more life experience than both of the leads combined. Then there's the always anxious student council treasurer, Ishigami, who makes a late appearance in the show. He's likable for his long-running gags and banter with Kaguya. We often see Kaguya and Miyuki's nefarious strategizing from the side characters' perspective, revealing how ridiculous they both look. It gives the show a welcoming sense of self-awareness. 
Every joke lands with a powerful impact because of the audiovisual feedback. Every sound effect is pitch-perfect. The melodic orchestral music constantly changes to complement wild tone shifts; it's nothing short of brilliant. The opening credits beautifully showcase the cast and the exaggerated mind games with an aesthetic reminiscent of studio Shaft. The theme song is so damn good; it is unlike anything else in anime nowadays. The third episode's notable ending credits are impressive, too. Chika's dance was rotoscoped with expert detail rarely seen in big-budget productions. Talent like this is hard to come by. The artist, Nagisa Sugao, must have days animating that one-and-a-half minutes of intricate animation. She not only came up with the dance herself; she performed it to get replicated with animation. If that's not the ideal blend of talent and passion, I don't know what is.
What elevates Kaguya-sama's great comedy material far above any other rom-com is the exceptional directing from Shinichi Omata, among other industry experts. Known for his work on Showa Genroku Rakugo Shinjuu, he brings brilliant storyboards, a considerate eye for framing, dynamic direction, and creative budget distribution that takes what could have been an average adaptation to the best this season has to offer. This anime's excellence is thanks to perfect production management. Even with as little animation as this show has, there is always something moving onscreen. If a shot lingers, it's to highlight emotions without any dialogue, like the moment Kaguya admired her nail polish on the way to the club. It's brief, but it tells us exactly what she's thinking. 
Scenes blend into each other seamlessly. Objects fade into one another—and the transitions never break the 180-degree film rule. I counted more than a dozen match cuts in a single episode; The level of detail put into storyboarding each cut is impressive. I have nothing but admiration for the director. Background art transforms to reflect the character's inner monologue's mood, indicating how they overthink even the simplest of exchanges. The breathtaking animation only gets used to highlight pivotal moments, such as when Kaguya and Miyuki come close to kissing. Emotional character-development moments are highly memorable because of this extra attention to detail. 
Omata employs a frenetic style to emphasize punchlines and give importance to every bit of dialogue. Reality occasionally bends to create incredible and abstract visuals, which makes potentially mundane punchlines incredibly intense. These moments reflect just how exaggerated the crazed characters perceive their mind games to be. On the far end, the show straddles the line between slapstick comedy and an all-out thriller with static lines overlaying close-ups as a character verges closer to defeat in a battle; this is what makes Kaguya-sama so funny. Kaguya and Miyuki have astronomical IQs, but they use their intelligence to do the most idiotic things because they're afraid of having their hearts broken. It's so painfully relatable. The mind games they get lost in are entertaining, but they're so misguided in their approach to love that even their failures are hilarious to watch. They're both walking catastrophes. Thankfully the show acknowledges this and pokes fun at them through irony and sarcastic supporting characters. Its visual excitement, music, and wildly contrasting tones craft a dynamic comedic experience. 
Confessing your love for someone is terrifying. Growing up is an even more formidable challenge. Kaguya and Miyuki are slowly but surely navigating through their complicated emotions. Masterfully timed jokes, expert directing, and relatable characters—this show has it all. No matter if you love or hate anime romcoms, this takes the standard genre tropes and subverts them in new and exciting ways. Kaguya-sama: Love is War is an outstanding series that anyone can walk away from wholeheartedly adoring.",9
"
                To describe Kaguya-sama: Love is War as a battlefield of love, between two prideful geniuses, who see confessing as a sign of “weakness” is well—sort of misleading.
Not because these type of scenarios don’t happen throughout the show, but more so because I’m not entirely sure that it is accurate to describe the characters as “prideful” or even “geniuses”; and that might be the biggest issue the show has.
Kaguya-sama begins in a very direct way; the whole idea of the show, everything about Miyuki and Kaguya, and their relationship is thrown at us through a narrator. There is no build up of their relationship, we are
                  told they are in love and we are immediately expected to care. As a result, I found it difficult to ever form a sort of solid connection with the characters, to ‘root’ for their romance, to think their ridiculous antics were always funny. Miyuki and Kaguya have little chemistry. It feels like I am missing something. With more care given to the characters, this show really could have been something special.
I can imagine this could have been salvaged, if the characters proved themselves so charismatic and fun that they would eventually become completely endearing. But the characters never really had a consistent personality. Because let's be honest, Miyuki and Kaguya are not always ‘prideful’. The are constantly shown as vulnerable, embarrassed, and shy. Highlighting those parts about them were easily the worst bits of the show. When they were smart, cunning, devious, it lead to the best and most hilarious moments. The author probably did this to make them more relatable and cute, but I ultimately think it negatively impacted the show. Some of the situations Miyuki and Kaguya go through are so trivial and childish that only sheer ridiculousness of their characters could have made it genuinely hilarious. When we know that the basis of their resistance to being open to one another is rooted more in shyness than pride, it makes the situations come off as more silly than potentially hilarious. It should have gone all in on making them scheming egomaniacs, for the sake of the humour.  
Sometimes the show did have moments where the characters acted the way I hoped they would—and it was funny. Various moments of the show proves itself as creative, enjoyable, and worthy. Chika and Ishigami served as good side characters, although it may have been a little too obvious that sometimes they were just there to steer the direction of the joke. The art style was bold and outwards. Over time the show starts to get a bit more ‘normal’ looking, but I do appreciate shows taking a step outwards to make it more memorable. 
Many times I was left feeling like some potential was being wasted. The show does stick to a formulaic way of having a ‘winner/loser’ in every bit, which didn’t always work. Sometimes it seems like the direction of the joke was radically shifted for no other reason than to just create a winner or a loser. I never found the narrator useful, and at worst he was just annoying. The show should have been more free, less confined to one particular style. Often it came off as settling.
The most disappointing thing about the show is how good it could have been.",6
"
                Considering the circumstances that have lead us to these conditions, I conclude the state we're currently facing is refreshingly cuddly in a soothing manner. 
I.e. How cute.
I don't really like A-1, but this time they are doing pretty darn impressive job. Even the character design which A-1 fucks up approximately 100% of the time is quality here. Unbelievable. Sure the stares and GAZES could deliver more, and the how cute moments can only be so cute, but otherwise this is a ridiculously high quality adaptation which success was unpredictable. 
The first and last thing that stands out here is the directing. Those who have seen
                  basically any anime at all will immediately recognize that this style is close to SHAFT's Shinbou Akiyuki, who is known as the nro. 1 anime director in the world pretty much. The director of Kaguya seems to be his old underling/coworker and, needless to say, he has learnt a great deal from the master himself. However -- unlike Tomohiro, who is the underling of the other big anime director (2nd biggest if you will), Ikuhara Kunihiko -- Kaguya's directing is much closer to its director's very own innovation, and to say that this is just a copy-paste would be a blind insult. This man has vision and style and doesn't seem to be afraid of anything. This is creativity and detail at its finest. It's rare to see modern anime even try and even more so: to success at anything new, but what our director, Shinichi Omata is doing here is nothing less than impressive. It's damn fresh to be accurate. Fully approved. 
Now that this nerd stuff out of the way, the content:
'Love is War' is a rom-com series aimed for mature audience. It centers around 2 main leads and few other leads who are kinda as important as the other two but also practically in the side roles. Our main 'couple' are Shirogane and Kaguya who have made the concept of 'love' their battlefield. In this battle they are quite literally trying to outwit each others with the power of psychology, logic and pure rhetoric. Why do this, then? Because they both share this fundamental idea that love is weakness of the mind and confessing it an act so against ones pride that doing so makes them.. losers. So, what they are doing instead is try and make the other one confess first. Hence the battlefield. 
The series heavily relies on both: interactions between characters and silent monologue that plays inside the heads of our different POV's. The catch being how different the characters are inside their own head and how they appear to others in real life. They have lots of personality and can show different sides of it. Perhaps my favorite part of all of it are the ""war planning"" and also how overly dramatic Kaguya often is. To say few words about the other cast members, Fujiwara is criminally cute and the rest are pretty much weirdos. 
There is one entity in the series that is highly important to the overall execution and that's the narrator. He appears to add lots of missing links and initial reasoning for the characters' thoughts, actions, and real purpose among other things. It balances out the comedy and ""plot side"" of the series as well as simply makes the overall narrative work/more solid.
As of currently, I'm extremely happy with this show. There are no major issues, only few small things that are questionable but also necessary to make the series' core idea hold water. As far as rom-coms go, this is already among the better things anime has to offer. Also +1 for Fujwara's dance scene which animation budget is higher than the entire season of Date A Live III's cashmoney.",9
"
                Almost every time someone talks to me about a romantic comedy, they'd would mention how well the romance is delivered. Then along came this show called Kaguya-sama: Love is War that goes beyond than just being a romantic comedy. In a landscape dominated by recent isekai shows, there’s a need for fresh air. Kaguya-sama managed be just that. 
Aka Akasaka is somewhat of a new author in the manga world. Prior to this series, their only work I was familiar with is Sayonara Piano Sonata. When Kaguya-sama began serializing, I knew there was something special about this series with the way it introduced its story
                  and characters. Do note that the anime adapts chapters not in a chronological order but takes them to make the overall tone of the show flow better. Every episode contains at least 3 segments from certain chapters. There’s also some that are structured with continued storytelling but nothing too complex. With that being said, I think it’s important to realize what this show really is.
First off, I would say that while this anime contains rom-com tropes, there’s also an insightful amount of dialogues that breaks from its traditional norms. Some will easily notice the mind games and dialogue wars between our two main protagonists – vice president Kaguya Shinomiya and President Miyuki Shirogane. Both are part of the prestigious school in Japan known as Shuchi’in Academy. While the two obviously develop feelings for each other, the show pits them into endless series of love battles. Their pride is on the line and neither are willing to confess their love. The English title also translates to “Kaguya Wants to be Confessed” so fresh anime viewers may wonder who will really be the one confessing in the end. That’s where the juicy part of the show comes in. You see, every episode contains segments about romance along with the constant mental battles between our two protagonists. From the very first episode, we see how much both characters value their pride. Their status at school are role models that everyone looks up to for their intelligence, looks, and position. In other words, Kaguya and Shirogane stands at the top of the mountain at Shuchi’in Academy and their only opponents are each other. Or is it? Because the more I watched this show, the more I realized the length both characters go to try to get the others to confess. This results in hilarious segments that drives the main plot. While both characters lack experience with love, they have many talent in other fields such as academics. In essence, the show manages to produce an immense amount of humor with the love war concept. 
Taking a look at each character on an individual level, Kaguya and Shirogane are actually quite normal despite being larger than life characters. However, the show portrays Kaguya as a girl who is obsessed with Shirogane. The extent of her mind games sometimes goes to extreme lengths such as trying to prevent Shirogane from leaving school, planting movie tickets, or even as something silly as fighting over a piece of cake. The result of these scenarios often end up with consequences or misunderstanding. This is where the show’s absurdity and humor comes in. Because of how hard both characters try to defend their own pride, they create a fake persona of themselves to each other. Nonetheless, it seems at times, Kaguya does have genuine feelings for Shirogane such as when she gets jealous of him interacting with Chika.
Ah yes, Chika Fujiwara. If there’s anyone in this show that could set off more reactions, it’s her. She’s like the catalyst for Kaguya’s mood swings in particular when interacting with Shirogane. Jealousy is easily shown on Kaguya’s face in early episodes and that’s thanks to her personality. In general, Chika is known to be disruptive to the school council. Whether she’s conscious about it or not, she often sets off absurd moments in the show because of her unpredictability. However, I think Chika’s presence in the show should be appreciated for exactly what she is. In fact, I categorize Chika as somewhat of anti-thesis of the main characters. She isn’t afraid to speak her mind and is very open about being herself. This is very different compared to Ai Hayasaka, Kaguya’s valet. Hayasaka takes on several personalities that can be hard to distinguish the real her. While being a supporting character, I find her role in the show important for being supportive of Kaguya. 
As with many rom-coms, it needs to have male characters that aren’t just alpha males like Shirogane. This is where Yu Ishigami comes in. Having an inferiority complex, he doesn’t have nearly as much as pride in himself as Shirogane. Unlike him, Ishigami isn’t a real genius but he tries hard in things that interests him. The more I watched his character interactions, the more I realized how real he is compared to the others. He can be rather relatable for his social status and I can say without a shadow of a doubt that the anime needed someone like him too. That being said, outside of these characters, there’s only a small handful that gets spotlights such as Shirogane’s sister. There are occasional side characters that reinforces the themes of love in the show but these often don’t greatly influence the show’s plot. With everything being said, I think watching Kaguya-sama takes an open mind to accept what this show offers while also enjoying what you may not often find in rom-coms.
One of the interesting things I noticed is the production staff involved in the show. It consists of ex-Shaft members such as Shinchi Omata and Kei Haneoka. Director Shinichi Omata manages to capture a unique theatric feeling with his clever approach. For those who are familiar with Shaft, it can at times feel similar in style with his craft. Many scenes in the show has a dynamic transition that is impactful ranging from a character expression to the clever timing of the dialogues. Indeed, a show like this needs careful timing to deliver its dialogues. Even a narrator is here to speak for its plot. The animation quality is also polished with stellar effort and manages to capture the magic of the manga. We’re so lucky to have this adaptation with a golden treatment to be honest. Oh and who can forget the theme songs for the show? The opening contains a spy espionage-theme that matches this show in perfect union. It also contains choreography that shows the mind game themes without holding back. Simply put, it’s mesmerizing. Similarly, the ED theme songs are decorated with colorful aesthetics. There’s even one particular episode that had Chika perform her own ED theme because that’s just how damn good this show is.
I love the manga and the anime gave me a similar sensation. Sure, not all the chapters were adapted but that’s not the point at all. It managed to be rise above mediocrity of rom-coms by appealing to a variety of story gimmicks. The characters manages to deliver their lines like a theatric play filled with charisma and talent. While the story can feel repetitive at times, it’s thanks to the heartfilled humor that will always get you engaged. Kaguya-sama sets a gold standard for a romantic comedy that’s so much more than just confessing love.",9
"
                A masterpiece that evokes every emotion I want to feel from a Romantic comedy.
President Miyuki and Vice President Kaguya are in love with each other, but both view themselves as the ultimate object of desire, and thus see no reason to confess, in fact when you are as perfect as they are shouldn’t it be the duty of other people to aspire towards you? However, this is quickly revealed to be a front used by two egotistical Teenagers who can’t quite work up the courage to ask out their crush. What follows from this is a sequence of over thought-out plans in order to force
                  the other to confess. The comedy in the series comes from its hyper-dramatization of the utterly mundane. Asking someone to the movies is a complex web of intrigue, a game of 20 questions is a western shoot-out, and cat ears are banned by the Geneva convention. But no matter how well-laid the plans of Miyuki and Kaguya, destroying them is but child’s play to their secretary, Chika. This show would be amazing even if it was just comedy, but underneath the absurdity is a sincerely heart-warming story of teenagers learning to move past their flaws, insecurities, and other problems. We are given enough reminders that beneath all these mind games between the two leads there is genuine and sincere emotions for the other. So even though they never confess outright significant progress is still made in the characters’ lives.
A fast frenetic directing style gives the characters so much life even though all they are doing most of the time is thinking in a room. It’s not afraid to break away from reality constantly keep its visuals engaging, and the camera loves to spin, swing, and slide across the main set; Maneuvers made possible by some excellent use of CGI and compositing. Character expressions are exaggerated in creative ways, and the voice actors bring their A game to match the animation. Much like Jojo the color swims to match the mood of a scene, and combined with an eclectic collection of background music serves to set the tone perfectly for most scenes. Character movement is usually quite fluid. Aesthetically it knocks it out of the park. Not to say every frame is a masterpiece, as the cut corners are quickly discernible to a practiced eye, but the peaks far outnumber the troughs.
Aesthetically fantastic and narrative-ly ingenious: A show people must at least try.",10
"
                Disclaimer: This is a more critical view of Kaguya sama than something commented just on pure enjoyment overrall.
Kaguya sama is one of the newest and most popular comedy animes in the current times, be it due to simple jokes being shared or the dance in the ending that literally everyone decided to talk about, however, the overall quality of the anime itself should'nt be ignored because like everything else, it has it's flaws.
First of all, the anime is extremely episodic almost to the point of being predictable, it sticks to it's formula and never decides to change or take absolute advantage of being formulaic which
                  ends up in it being repetitive, still fun due to the visuals and somewhat great jokes every now and then but, critically speaking it's far from being as perfect as many reviews i've seen here make it out to be.
Also, the direction is overall pretty weak, it's an extremely visual style that reminds a bit of what studio shaft's directors tend to do but the way the director applied those tecniques makes it more something visually interesting that good unlike the huge majoritiy of the works by shaft.
And Lastly, the characters themselves are pretty ""ok-ish"", they sure are fun to watch but they lack some depth to them, even if you argumente that it's unnecessary for a comedy series to have a bit of complexity, Kaguya sama tries to actually be a romance at times to try going further into developing the relationship between the main cast so, if it's attempted by the author, even if weakly, automatically makes the argument invalid and compromises a bit more the anime.
Well, concluding it all, Kaguya sama is a weak anime and far from being the best of the current season, however, it's a fun ride, not a perfect one and even less one that deserves a nines and tens but one that should be taken a look if you want just a pretty nice comedy.",6
"
                I must be to old to like this anime.
There is no story, it`s all about 2 young students who are afraid to show their real feelings.
And then it`s only short stories, 3 or 4 in 1 episode.
It`s really boring, Chika is somewhat amusing although not really.
Maybe if the characters would evolve, but they don`t.
The main characters are showing bold and all knowing, but they are really as insecure as a little schoolgirl
Maybe i have seen to many of this genre, but it just doesn`t interest me at all.Watch this if you like to see insecure students bumbling around, otherwise don`t waste your time on this
perhaps the manga is beter, but i don`t like reading from right to left so i`ll never know",4
"
                This is not good.
The whole show got popular and keeps getting popular thanks to a meme of a dancing lady. A lot of people consider it the best comedy show they have seen, and a lot of people dislike the fact this is called a comedy anime.
I'm on par with the last example, this whole show is extremely repetitive and predictable, you can pretty much predict what's gonna happen in the next 10 minutes, without the help of any spoilers, most of the jokes and comedic parts are hardly funny or as you would like to call it ""sarcastic"". It was a premise with the
                  name of something so intriguing as ""Psychological Comedy"" but ended up being your next Sword Art, it is almost childish to call this Psychological just because of camera angles, and because some characters ""threat"" each other with words when both of them don't even know the meaning of love.
The whole direction of the series keeps going down with every episode and skit looking the same as before and the same as every other A-1 Pictures anime. Keeping the formula of generic episodic series.
The characters are (as mentioned) like any other characters the studio has produced, even if they are not made by the same person, their personalities, traits and such are always the same, lacking depth and complexity in their development. 
The show itself started slow, and with forced comedy that barely made me smile, it is indeed a weak anime when it comes to this season. Would i recommend this? No. Would you enjoy it? Probably. Did I enjoy it? No.
4/10",4
"
                This is one of those special anime that perfectly represents why I’ve been sticking with anime for so long. Love is War exudes brilliance with every fiber of its being. It has so much going for it, and offers something that practically everyone can enjoy. In simpler terms, it’s just so damn good bruh! What, don’t believe me? pfft, how cute. Let me lecture you on why this anime is pure excellence. 
Psychological battles of wits have always excited me. It’s quite exhilarating to witness two characters going head to head against each other not physically, but mentally.  Anime RomComs with interesting and dynamic
                  characters can always be a joy to watch as well, especially when they take an unconventional approach to the genre. Love is War is a crazy mix of both of these genres, almost like it’s the illegitimate love child of Death Note and Toradora. And let me tell you, this anime is super legit. 
It doesn’t take a love detective to figure out that overachieving student council protagonists Kaguya and Shirogane have a thing for each other. Yet they’re both so hilariously egotistical and out of touch with reality that they constantly attempt to coerce the other into making the first move, since in their minds, doing so would be a major sign of weakness. For the person who confesses first…*dramatic pause*…loses. Funnily enough, I believe that the person who takes the first step in starting a relationship is actually the stronger one, but that’s not how these two see it. Their relationship is portrayed brilliantly in the anime, and the amount of entertaining scenarios that these two find themselves in during each episode is just mind boggling. Plus the three major side characters, Chika, Ishigami, and Hayasaka, are all hilarious, and they simply further add to the greatness of the show. 
Love is War is one of those rare anime where it actually gets better and better in practically every regard after each passing episode. Seriously though, all concerns and doubts that I had about this show after watching the first episode were completely obliterated from existence as it went on. And then the anime decided to straight up surpass my expectations for it, it’s just that awesome. Of course, while many of the show’s successes are noticeably apparent, others require you to look a little deeper into the anime to discover. 
Something that I didn’t realize until the later portion of the anime was just how much Kaguya develops as a character. I was so focused on the comedy that I almost missed it, though her growth is pretty subtle. I discovered that Kaguya becomes significantly more expressive then she was in the earlier episodes, and seems to have really come out of her shell.  What I believe started as a mere fleeting interest in getting the highest ranked student at her academy to fall for her blossomed into a truly heartfelt love for the student council president. I won’t get into Kaguya’s backstory, but let’s just say that feelings and love are quite foreign to her. Yet through her many interactions with Shirogane, she starts to understand how to feel, and this causes her to both show and perceive real emotion. Yes, she was always a fun character from beginning to end. Yet while the initial battles Kaguya waged against Shirogane primarily focused on her amusing ability to plan her strategies incredibly far in advance, her only desire was to win and make Shirogane submit to her. However, with her later battles, they just felt more genuine, like she was legitimately trying to make Shirogane confess to her because she actually loves the guy and is just too awkward and nervous to make the first move herself. The fantastic visuals help to further emphasize this, as we constantly see her flailing about in embarrassment and being all blushy blushly when in the presence of Shirogane as she starts to spend a lot more time with him. Maybe I’m reading too much into this, but damn it, the author is a certified genius for writing Kaguya’s character in such a compelling way.
It’s development like this that really gets me to appreciate both the character and their respective show. Yet although Kaguya is the protagonist, what probably ended up as the most popular thing about this anime was Chika. More specifically, her dance. 
The Chika dance sequence alone is enough to give this anime high marks in both the visual and sound departments. Her dance literally has the power to save anime AND cure crippling depression at the same time, it’s just that good. Now I’m not well versed in the mechanics of animation, but I do know that the style used to animate Chika’s dance is quite expensive, so major respect to the animators for putting so much effort into constructing such a special dance. A-1 probably had to steal the budgets from some of the other winter seasonals to pull this off, but it was totally worth it. Now I don’t want to overshadow the rest of the animation in Love is War by just talking about Chika’s dance, because the entire show is aesthetically charming and distinctive. 
Stylistically speaking, I noticed that this anime utilizes tons of unique visual techniques that really bring things to life and add even more layers to the anime. While the setting of the show predominately takes place in the same old student council room, every single scene is still unique and fresh thanks to the innovative visual effects used each episode. It’s kind of hard to explain it without actually showing the visuals, but if you watch the show, you’ll understand what I’m getting at. Though the greatest accomplishment in the animation department would have to be the character designs. Not only do they look great normally, but the characters are constantly animated in different styles that keep things fresh and further heighten the comedic value of the show. They’re drawn in such a variety of designs, from horror-esque to chibi-like. Each and every frame just seems to have been created with so much care. In an age where it feels like most animators just put the bare minimum into their shows, it’s refreshing to see an anime given so much attention to its visual quality and special effects. Props to A-1 Pictures.
Voice acting is superb. I initially wasn’t certain how well Kaguya’s seiyuu would work when I first saw Kaguya’s character design, but I soon realized just how perfect a fit she is. She just breathes so much life into Kaguya, who is already a superior character. The rest of the voice actors do a phenomenal job as well, and their expert line deliveries further heighten the effectiveness of jokes. Also, the weird little noises that the girls, particularly Chika, occasionally make are just great. Like, how cute can they get? The theme songs are nice and the soundtrack does its job well.
The cast of characters are truly the fuel that bring this anime to life. When the core cast is as small as it is in this anime, the likability of these individuals can really make or break the success of the show. For me, I ended up liking every single one of the characters. Like, a lot.
So Kaguya is best girl for me, and if you dare disagree…then that’s okay too! I’ve already talked about some of the more prominent aspects of her character, but I’m not going to pass up an opportunity to further praise her. First of all, she’s absolutely adorable. Especially during the bed scene in episode 9, where all I could think was how cute can this girl possibly be? I love her color palette because red and black are obviously the best colors. Her awkwardness combined with her intellectual brilliance is incredibly fitting. What truly makes her shine though is her relationship with Shirogane. The two of them just complement each other so well. Shirogane himself is a workaholic, and I wish that I had half of his work ethic. Just half, since any more would probably cause me to keel over from exhaustion. Seriously though, with the way he works, I don’t know how this man manages to stay on his feet! Like Kaguya, his social ineptitude is matched only by his intelligence, and the combination just works. 
Chika is the most entertaining supporting character I’ve seen in a long time. I was trying to think of one of her finer moments to use as an example of why she’s so amusing, but then I realized that they’re all good. Love detective Chika. Volleyball coach Chika. Cheating at card games Chika. Ramen connoisseur Chika. The list goes on. Chika’s ditsy nature and complete obliviousness to her surroundings are incredibly charming. She just brings a sort of energy to the show that increases my power levels tenfold whenever she’s on screen. Ishigami is the fourth and final member of the student council we’re introduced to, and he’s like the most relatable dude ever. He really is our guy. I can connect with a lot of his monologues on a spiritual level, and his introduction into the show was when it really started to become something great in my opinion. The final character that I’d like to give a shoutout to is Hayasaka. She is Kaguya’s attendant, and her dedication to helping Kaguya get together with Shirogane is admirable. She literally gets them in the same bed together at one point, so good on you Hayasaka. 
To sum everything up, Love is War works because it’s actually funny. Like with every comedy anime I watch, I was worried that the jokes would eventually go stale and the show would get boring as it progressed. I can tell you with absolute certainty that this isn’t the case with Love is War. Each episode actually seemed to get even funnier than the last, and this ended up being one of those rare anime that actually got me to laugh out loud. Yes, comedy is subjective. But there’s such a diverse agglomeration of jokes to be found here that it just feels like this anime has something for everyone. The entertainment derived from watching something is, for me, the most important aspect of a show, and Love is War completely nails it in this regard.
Overall, this is a quality anime that I would wholeheartedly recommend watching for the comedy alone, not to mention the plethora of other great things that this show brings to the table. Love is War is not the anime we deserved, but the one we needed. Like, desperately. Hopefully future comedies, and all genres for that matter, will follow Love is War’s excellent example. And hey, a season 2 wouldn’t hurt as well. Let’s get it done A-1, cause I simply need MOAR!",9
